location,country,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,latitude,longitude,vegetables,fruits
costa rica,unknown,2015-03-12,1426140000,25.6,21,23.2,25.6,21,23.2,16.1,65.01,0,,0,,,,55.2,38.4,89.5,1009.3,38.3,10.3,,,0,05:45:02,1426160702,17:47:17,1426204037,0.69,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-13,1426226400,26.3,19.2,22.1,26.3,19.2,22.1,14.1,60.93,0,,0,,,,63,40.8,85,1009.2,33.1,10.9,,,0,05:44:30,1426247070,17:47:17,1426290437,0.74,Partially cloudy,Becoming cloudy in the afternoon.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-14,1426312800,27.2,19.2,22.3,26.9,19.2,22.3,12.9,56.61,0,,0,,,,50,31.7,87.2,1009.9,50.6,10.9,,,0,05:43:56,1426333436,17:47:17,1426376837,0.8,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-15,1426399200,27.3,19,22.7,27.3,19,22.7,14.1,59.13,0,,0,,,,46.4,31.7,86.2,1010.9,33.6,10.9,,,0,05:43:23,1426419803,17:47:17,1426463237,0.85,Partially cloudy,Clearing in the afternoon.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-16,1426485600,24.5,19,21.7,24.5,19,21.7,14.6,64.52,0,,0,,,,58.5,39.3,95.1,1011.4,39.4,10.6,,,0,05:42:50,1426506170,17:47:16,1426549636,0.9,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-17,1426572000,25.2,18.3,21.2,25.2,18.3,21.2,11.7,55.54,0,,0,,,,53.6,32.7,86.3,1012.7,42.1,10.9,,,0,05:42:16,1426592536,17:47:15,1426636035,0.94,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-18,1426658400,26.3,18.2,22.1,26.3,18.2,22.1,10.7,49.24,0,,0,,,,44.6,26.2,90.1,1012.2,32.5,10.9,,,0,05:41:42,1426678902,17:47:15,1426722435,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-19,1426744800,27.9,19,22.4,27.4,19,22.4,12.4,54.17,0,,0,,,,37.1,39.2,89.3,1012.6,42.2,10.9,,,0,05:41:08,1426765268,17:47:14,1426808834,1,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-20,1426831200,28.2,18,22.3,27.5,18,22.2,13.2,58.01,0,,0,,,,,24.4,90.5,1013.5,37,10.9,,,0,05:40:33,1426851633,17:47:13,1426895233,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-21,1426917600,27.4,17,22,27.2,17,22,12.2,54.84,0,,0,,,,,28.7,81.9,1013.7,25.1,10.9,,,0,05:39:59,1426937999,17:47:11,1426981631,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-22,1427004000,28.3,18.2,22.6,27.7,18.2,22.5,12.3,53.95,0.5,,4.17,,,,37.1,23.2,106.3,1013,34.3,10.9,,,0,05:39:24,1427024364,17:47:10,1427068030,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-23,1427090400,29,18,23,28.4,18,23,14.7,60.87,0.2,,4.35,,,,,22.9,120,1012.7,37.9,10.9,,,0,05:38:50,1427110730,17:47:09,1427154429,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-24,1427176800,27.5,19,23.1,27.6,19,23.1,13.5,56.15,0,,0,,,,40.7,29.5,92.7,1013.1,21.9,10.9,,,0,05:38:15,1427197095,17:47:07,1427240827,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-25,1427263200,28.3,18.8,23.2,28,18.8,23.1,13.2,54.72,0,,0,,,,,31.7,97,1013.1,18.3,10.9,,,0,05:37:40,1427283460,17:47:06,1427327226,0.16,Clear,Clear conditions throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-26,1427349600,28.5,17,22.3,27.8,17,22.2,12.9,57.24,0,,0,,,,37.1,24.7,85,1012.5,22.5,10.8,,,0,05:37:06,1427369826,17:47:04,1427413624,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-27,1427436000,29.9,14.5,22.6,28.9,14.5,22.4,12,54.74,0,,0,,,,,21.9,149.8,1012.9,19.3,10.9,,,0,05:36:31,1427456191,17:47:03,1427500023,0.26,Clear,Clear conditions throughout the day.,clear-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-28,1427522400,29.2,19,23.6,28.7,19,23.5,13.9,55.92,0,,0,,,,42.5,27.8,80.8,1012.9,27.9,10.9,,,0,05:35:57,1427542557,17:47:01,1427586421,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-29,1427608800,27.2,19,22.3,27.3,19,22.3,14,59.97,0,,0,,,,50,29.6,88.2,1014.7,63,10.9,,,0,05:35:22,1427628922,17:46:59,1427672819,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-30,1427695200,25.6,19.3,22.2,25.6,19.3,22.2,14.9,63.7,0,,0,,,,44.6,28.1,82,1013.7,60.4,10.9,,,0,05:34:47,1427715287,17:46:58,1427759218,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-03-31,1427781600,25,19,21.9,25,19,21.9,14.7,64.17,0,,0,,,,53.6,35.6,80.7,1012,50,11,,,0,05:34:13,1427801653,17:46:56,1427845616,0.43,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-01,1427868000,27.3,19,22.6,27.1,19,22.6,12.9,55.12,0,,0,,,,42.5,28.7,85.9,1011.6,26.2,10.9,,,0,05:33:39,1427888019,17:46:55,1427932015,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-02,1427954400,29.3,19.2,23.5,28.4,19.2,23.3,12.5,51.31,0,,0,,,,42.5,26.8,88,1011.6,7.6,10.9,,,0,05:33:05,1427974385,17:46:54,1428018414,0.48,Clear,Clear conditions throughout the day.,clear-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-03,1428040800,28.3,19.1,22.9,28,19.1,22.8,13.7,57.08,0,,0,,,,46.8,33,84.7,1010.9,20.6,10.9,,,0,05:32:31,1428060751,17:46:53,1428104813,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-04,1428127200,26.5,19.3,23.1,26.5,19.3,23.1,13.7,56.4,0,,0,,,,52.5,36.3,87,1009.5,14,10.9,,,0,05:31:57,1428147117,17:46:51,1428191211,0.5,Clear,Clear conditions throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-05,1428213600,27.3,20.2,23.1,27.3,20.2,23.1,14,57.49,0,,0,,,,59.5,38.6,82.5,1009,23.1,10.9,,,0,05:31:23,1428233483,17:46:51,1428277611,0.51,Partially cloudy,Becoming cloudy in the afternoon.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-06,1428300000,27.5,19.9,22.8,27.2,19.9,22.8,13.4,56.59,0,,0,,,,55.4,36.6,87.9,1009.4,18.3,10.9,,,0,05:30:50,1428319850,17:46:50,1428364010,0.52,Clear,Clear conditions throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-07,1428386400,25.5,19,21.8,25.5,19,21.8,13.1,57.72,0,,0,,,,54,34.8,92.2,1010,27.2,10.9,,,0,05:30:17,1428406217,17:46:49,1428450409,0.54,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-08,1428472800,26.3,19.2,22.3,26.3,19.2,22.3,14.7,62.55,0,,0,,,,53.6,33.8,93.1,1010,43,10.9,,,0,05:29:44,1428492584,17:46:49,1428536809,0.57,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-09,1428559200,28.3,19,22.9,28,19,22.8,14.7,61.62,0,,0,,,,48.2,30.8,84.5,1010.3,40,10.9,,,0,05:29:12,1428578952,17:46:48,1428623208,0.62,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-10,1428645600,27,20.3,23.1,27.4,20.3,23.1,15.6,63.45,0,,0,,,,44.6,32.6,92,1010.1,33.9,10.9,,,0,05:28:39,1428665319,17:46:48,1428709608,0.67,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-11,1428732000,26.2,21.1,23.2,26.2,21.1,23.2,15.5,61.94,0,,0,,,,42.5,30.5,90.8,1010.2,57.5,10.9,,,0,05:28:08,1428751688,17:46:48,1428796008,0.72,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-12,1428818400,27.2,20,23.6,27.6,20,23.7,15.9,62.69,0,,0,,,,46.4,33,84.6,1010.6,51.8,11,,,0,05:27:36,1428838056,17:46:49,1428882409,0.77,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-13,1428904800,26.3,21,23.2,26.3,21,23.2,16.2,65.07,1.4,,4.17,,,,46.4,32.4,85.6,1012.1,62.7,10.8,,,0,05:27:05,1428924425,17:46:49,1428968809,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-14,1428991200,27.3,21,23.6,27.5,21,23.7,15.7,62.02,0,,0,,,,57.6,31.7,86.4,1011.9,55.9,10.9,,,0,05:26:34,1429010794,17:46:50,1429055210,0.88,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-15,1429077600,27.5,19,23,27.8,19,23,16.1,66.01,0,,0,,,,38.9,33.5,78.9,1011.4,48.1,10.9,,,0,05:26:04,1429097164,17:46:51,1429141611,0.93,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-16,1429164000,27.2,20.9,23.2,27.4,20.9,23.2,15.3,61.98,0,,0,,,,44.6,29.5,87,1011.3,50.6,10.6,,,0,05:25:34,1429183534,17:46:53,1429228013,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-17,1429250400,26.6,20.2,23.1,26.6,20.2,23.1,15.3,62.08,0,,0,,,,40.7,29.9,82.7,1011.3,56.2,11,,,0,05:25:05,1429269905,17:46:54,1429314414,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-18,1429336800,27.2,19.3,23.5,27.5,19.3,23.5,15.5,61.59,0,,0,,,,,27,84.5,1010.6,32.8,10.9,,,0,05:24:36,1429356276,17:46:56,1429400816,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-19,1429423200,28.4,20,23.6,28.5,20,23.7,16.2,64.4,0,,0,,,,37.1,26,95.8,1009.9,42.8,10.9,,,0,05:24:07,1429442647,17:46:58,1429487218,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-20,1429509600,29.5,21,24.1,29.4,21,24.1,16.5,64.56,0,,0,,,,,20.8,129,1009.4,52.3,10.8,,,0,05:23:39,1429529019,17:47:01,1429573621,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-21,1429596000,29.6,18,23.7,28.9,18,23.7,14.6,58.3,0,,0,,,,37.1,23.5,91.8,1010,35.3,10.8,,,0,05:23:12,1429615392,17:47:04,1429660024,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-22,1429682400,30,21,23.7,29.7,21,23.7,16.2,63.78,0,,0,,,,38.9,26.6,86.2,1009.4,50.3,10.6,,,0,05:22:45,1429701765,17:47:07,1429746427,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-23,1429768800,27.2,21,23.3,27.3,21,23.3,15,60.6,0,,0,,,,48.2,30.8,82.1,1009.7,43.1,10.9,,,0,05:22:18,1429788138,17:47:11,1429832831,0.13,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-24,1429855200,28.5,17,22.9,28,17,22.8,13.5,56.85,0,,0,,,,50,32.6,80.9,1011.5,39.8,10.6,,,0,05:21:52,1429874512,17:47:15,1429919235,0.18,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-25,1429941600,27.3,18,22.9,27.3,18,22.9,14.7,60.96,0,,0,,,,,22.6,94.5,1010.6,34.1,10.8,,,0,05:21:27,1429960887,17:47:19,1430005639,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-26,1430028000,30,19,23.6,29.5,19,23.7,16.9,67.81,0.1,,4.17,,,,,24.1,133.8,1008.9,38.8,10.8,,,0,05:21:03,1430047263,17:47:24,1430092044,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-27,1430114400,30.3,20,24,31.2,20,24.1,18.4,73.18,0.1,,4.17,,,,,22.3,149,1008.5,57.2,10.8,,,0,05:20:39,1430133639,17:47:29,1430178449,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-28,1430200800,31.2,20.5,24.6,31.7,20.5,24.8,18.9,73.17,0.1,,4.17,,,,,22.9,158.8,1007.5,69,10.4,,,0,05:20:15,1430220015,17:47:34,1430264854,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-29,1430287200,30.5,21,24.5,30.4,21,24.6,19,73.5,0,,0,,,,,25.1,162.9,1008,80.6,10.2,,,0,05:19:52,1430306392,17:47:40,1430351260,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-04-30,1430373600,27.2,20,23.2,28.1,20,23.3,17.3,70.08,0.2,,4.17,,,,40.7,24.4,167.6,1010,72.5,9.5,,,0,05:19:30,1430392770,17:47:46,1430437666,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-01,1430460000,28.3,20.9,23.8,28.3,20.9,23.8,15.5,61.32,0.48,,4.17,,,,38.9,26,85.8,1010.3,50.8,10.8,,,0,05:19:09,1430479149,17:47:53,1430524073,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-02,1430546400,29,20.2,24.1,28.8,20.2,24.1,15.2,58.94,0,,0,,,,40.7,29.5,76.2,1009.6,58,10.9,,,0,05:18:48,1430565528,17:48:00,1430610480,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-03,1430632800,28.3,20.3,23.2,28.3,20.3,23.2,15.6,63.2,0,,0,,,,,28.1,84.3,1009.7,38.3,10.8,,,0,05:18:28,1430651908,17:48:07,1430696887,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-04,1430719200,28.5,19,22.8,28.3,19,22.9,15.4,63.88,0.4,,8.33,,,,42.5,22.8,90.7,1010.6,51.8,10.9,,,0,05:18:09,1430738289,17:48:15,1430783295,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-05,1430805600,29.2,20.2,24.1,29,20.2,24.1,15.5,59.77,0,,0,,,,,31.1,82.6,1010.7,55.8,10.9,,,0,05:17:50,1430824670,17:48:23,1430869703,0.51,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-06,1430892000,29.8,20.8,23.5,29.6,20.8,23.5,17.2,69.16,0.2,,4.17,,,,,24.3,137.8,1009.7,48.6,10.8,,,0,05:17:32,1430911052,17:48:32,1430956112,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-07,1430978400,30.1,21,23.8,30.4,21,23.9,17.6,69.94,7.48,,4.17,,,,,24.2,95.5,1009.4,33.4,10.8,,,0,05:17:15,1430997435,17:48:40,1431042520,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-08,1431064800,27.2,20.1,23.6,27.9,20.1,23.6,17.5,69.2,0,,0,,,,,26.3,82.5,1009.1,48.4,10.9,,,0,05:16:58,1431083818,17:48:50,1431128930,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-09,1431151200,27.5,20.9,23.9,27.8,20.9,23.9,16.4,63.3,0,,0,,,,46.4,30.5,87.5,1009.1,39.5,10.9,,,0,05:16:43,1431170203,17:48:59,1431215339,0.65,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-10,1431237600,28.3,21.3,24.2,28.7,21.3,24.3,17.2,65.78,0,,0,,,,55.3,33.5,90.4,1008.7,50.8,10.9,,,0,05:16:28,1431256588,17:49:09,1431301749,0.7,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-11,1431324000,28.1,22,24.3,28.6,22,24.4,17,64.08,0,,0,,,,53.6,36.1,84.2,1008.5,38.1,10.9,,,0,05:16:14,1431342974,17:49:20,1431388160,0.76,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-12,1431410400,28.3,22.8,24.7,29.1,22.8,24.8,17.3,63.69,0,,0,,,,48.2,205.6,88.9,1008.3,52.7,10.9,,,0,05:16:00,1431429360,17:49:31,1431474571,0.81,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-13,1431496800,26.6,22,24,26.6,22,24,17.1,65.56,0,,0,,,,53.6,34.7,92.3,1008.9,54.4,10.9,,,0,05:15:48,1431515748,17:49:42,1431560982,0.87,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-14,1431583200,26.5,21.9,23.5,26.5,21.9,23.5,16.5,65.38,0,,0,,,,53.9,34.8,78.5,1009.5,55,10.6,,,0,05:15:36,1431602136,17:49:53,1431647393,0.92,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-15,1431669600,25.6,21.9,23.4,25.6,21.9,23.4,16,63.5,0,,0,,,,40.7,27.7,88.1,1010.5,54.9,10.9,,,0,05:15:25,1431688525,17:50:05,1431733805,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-16,1431756000,27.3,17.9,21.4,27.7,17.9,21.4,16.3,73.79,23,,4.17,,,,42.5,29.6,94.7,1012.2,54,10.1,,,0,05:15:14,1431774914,17:50:18,1431820218,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
costa rica,unknown,2015-05-17,1431842400,27.4,20,22.5,27.6,20,22.5,16.4,69.91,9.4,,8.33,,,,37.1,21.7,118.5,1012.4,52.2,10.6,,,0,05:15:05,1431861305,17:50:30,1431906630,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"c(""""78764099999"""", """"MROC"""", """"78762099999"""", """"MRPV"""")",obs,9.92976,-84.0857,0,1
