"","0","1","2","3","4","5","6","year","week"
"402","Italien","Spunta","48 / 72","88 / 96","","","52 / 60","2019","29"
"403","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","30"
"404","","","","Speisefrühkartoffeln","","","","2019","30"
"405","Deutschland","Afra","84/92","","","","","2019","30"
"406","Deutschland","Alegria","","56 / 64","","","","2019","30"
"407","Deutschland","Allians","","","","74 / 78","","2019","30"
"408","Deutschland","Anais","","60 / 68","","","","2019","30"
"409","Deutschland","Annabelle","88/96","60 /72","52 / 64","60 / 76","60 / 76","2019","30"
"410","Deutschland","Anuschka","","60 / 64","","","","2019","30"
"411","Deutschland","Berber","76 /100","60 / 68","52 / 60","68 /74","66 /72","2019","30"
"412","Deutschland","Cilena","80 / 96","","52 / 60","74/78","","2019","30"
"413","Deutschland","Colombo","","60 / 68","","","68 / 74","2019","30"
"414","Deutschland","Krone","","56 / 64","","","","2019","30"
"415","Deutschland","Laura","","","64 72","","","2019","30"
"416","Deutschland","Leyla","","60 / 68","52 / 60","70 / 74","","2019","30"
"417","Deutschland","Linda","84/92","","52 / 60","","","2019","30"
"418","Deutschland","Marabel","","72","","58 /60","","2019","30"
"419","Deutschland","Melody","","","","70/76","","2019","30"
"420","Deutschland","Musica","","56 / 64","","","","2019","30"
"421","Deutschland","Princess","68 / 76","","","","","2019","30"
"422","Deutschland","Sieglinde","","","","82 / 90","","2019","30"
"423","Deutschland","Sunshine","","","","","58 / 60","2019","30"
"424","Frankreich","Agata","","128/136","","","","2019","30"
"425","Italien","Annabelle","40 / 80","","","","56 / 64","2019","30"
"426","Italien","Nicola","","","","","56 / 60","2019","30"
"427","Italien","Sieglinde","56 / 88","","","","56 / 64","2019","30"
"428","Italien","Spunta","48/72","80 / 88","","","52 / 60","2019","30"
"429","Spanien","Spunta","","79","","","","2019","30"
"430","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","31"
"431","","","","Speisefrühkartoffeln","","","","2019","31"
"432","Deutschlan","Afra","80 / 84","","","","","2019","31"
"433","Deutschlan","Alegria","","56 / 64","","","","2019","31"
"434","Deutschlan","Allians","","","","74 / 78","","2019","31"
"435","Deutschlan","Anais","","56 / 64","","","","2019","31"
"436","Deutschlan","Annabelle","76 84","64 / 72","50 160","58 / 76","60 /76","2019","31"
"437","Deutschlan","Anuschka","","60 164","","","","2019","31"
"438","Deutschlan","Berber","76 /96","60 / 68","50 / 60","68 /74","66 /72","2019","31"
"439","Deutschlan","Cilena","72 196","","50 / 60","74 / 78","","2019","31"
"440","Deutschlan","Colombo","","60 168","","","68 /74","2019","31"
"441","Deutschlan","Krone","","56 / 64","","","","2019","31"
"442","Deutschlan","Laura","","","60 / 68","","","2019","31"
"443","Deutschlan","Levla","","60 / 68","50 / 60","68 /74","","2019","31"
"444","Deutschlan","Linda","84 / 92","","50 / 60","","","2019","31"
"445","Deutschlan","Marabel","","64 /72","","58 / 60","","2019","31"
"446","Deutschlan","Melody","","","","70 176","","2019","31"
"447","Deutschlan","Princess","60 / 76","","","","","2019","31"
"448","Deutschlan","Sunita","","","","","58 / 60","2019","31"
"449","Deutschlan","Sunshine","","","","","58 / 60","2019","31"
"450","Frankreich","Agata","","128","","","","2019","31"
"451","Israel","Charlotte","144/152","","","","","2019","31"
"452","Italien","Annabelle","40 180","","","","","2019","31"
"453","Italien","Sieglinde","56 188","","","","","2019","31"
"454","Italien","Spunta","48 /72","80 /88","","","","2019","31"
"455","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","32"
"456","","","","Speisefrühkartoffeln","","","","2019","32"
"457","Deutschland","Afra","66 / 76","","","","","2019","32"
"458","Deutschland","Alegria","","56 / 64","","","","2019","32"
"459","Deutschland","Allians","","","","72 /76","","2019","32"
"460","Deutschland","Anais","","52 / 64","","","","2019","32"
"461","Deutschland","Annabelle","66 / 80","64 / 70","50 / 58","58 / 76","60 / 70","2019","32"
"462","Deutschland","Anuschka","","60 / 64","","","","2019","32"
"463","Deutschland","Berber","64 / 80","60 / 64","50 /58","","64 / 68","2019","32"
"464","Deutschland","Cilena","66 / 76","","50 / 58","72 / 76","","2019","32"
"465","Deutschland","Colombo","","52 / 64","","68 / 74","68 / 70","2019","32"
"466","Deutschland","Corinna","","60 / 64","","","","2019","32"
"467","Deutschland","Krone","","52 / 64","","","","2019","32"
"468","Deutschland","Laura","","","52 / 64","","","2019","32"
"469","Deutschland","Leyla","78 / 84","60 / 68","50 / 58","68 / 74","","2019","32"
"470","Deutschland","Lilly","","60 / 64","","","","2019","32"
"471","Deutschland","Linda","66 / 76","","50 /58","","","2019","32"
"472","Deutschland","Marabel","","60 / 64","","58 / 60","","2019","32"
"473","Deutschland","Melody","","","","70 / 74","","2019","32"
"474","Deutschland","Sunita","","","","","56 / 58","2019","32"
"475","Deutschland","Sunshine","","","","","56 / 58","2019","32"
"476","Frankreich","Agata","","128","","","","2019","32"
"477","Frankreich","Santé","120 / 130","","","","","2019","32"
"478","Israel","Charlotte","144 / 152","","","","","2019","32"
"479","Italien","Annabelle","40 / 88","","","","","2019","32"
"480","Italien","Désirée","","80","","","","2019","32"
"481","Italien","Sieglinde","56 / 88","","","","","2019","32"
"482","Italien","Spunta","48 / 64","80","","","","2019","32"
"483","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","34"
"484","Deutschland","Adretta","56 / 64","","","","","2019","34"
"485","Deutschland","Afra","56 / 64","","","","","2019","34"
"486","Deutschland","Allians","","","","70 /74","","2019","34"
"487","Deutschland","Anais","","52 / 60","","","","2019","34"
"488","Deutschland","Annabelle","56 / 84","60 / 64","40 / 48","52 / 74","60 / 70","2019","34"
"489","Deutschland","Anuschka","","60","","","","2019","34"
"490","Deutschland","Berber","56 / 64","","40 / 48","","64 / 68","2019","34"
"491","Deutschland","Cilena","56 / 68","","","66 / 72","","2019","34"
"492","Deutschland","Colombo","","52 / 60","","68 / 74","68","2019","34"
"493","Deutschland","Corinna","","56 / 60","","","","2019","34"
"494","Deutschland","Krone","","52 / 60","","","","2019","34"
"495","Deutschland","Laura","56 / 64","","40 / 48","","","2019","34"
"496","Deutschland","Leyla","60 / 68","60","40 / 48","66 / 72","","2019","34"
"497","Deutschland","Lilly","","56 / 60","","","","2019","34"
"498","Deutschland","Linda","56 / 64","","40 / 48","","","2019","34"
"499","Deutschland","Marabel","","56/60","","58 / 60","56","2019","34"
"500","Deutschland","Melody","","","","66 /70","","2019","34"
"501","Deutschland","Nicola","","","","","60","2019","34"
"502","Deutschland","Sieglinde","","","64 / 72","","64 / 68","2019","34"
"503","Deutschland","Sunita","","","","","56","2019","34"
"504","Deutschland","Sunshine","","","","","56 / 58","2019","34"
"505","Frankreich","Agata","","128","","","","2019","34"
"506","Frankreich","Santé","120 / 130","","","","","2019","34"
"507","Israel","Charlotte","144 / 152","","","","","2019","34"
"508","Italien","Annabelle","56 / 88","","","","","2019","34"
"509","Italien","Désirée","","80","","","","2019","34"
"510","Italien","Spunta","","80","","","","2019","34"
"511","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","35"
"512","Deutschland","Agria","","52 / 56","","","","2019","35"
"513","Deutschland","Allians","","","37 / 44","70 / 74","","2019","35"
"514","Deutschland","Anais","","52 / 60","","","","2019","35"
"515","Deutschland","Annabelle","52/84","56 / 62","37 / 48","52 / 70","60 /70","2019","35"
"516","Deutschland","Anuschka","","52 / 56","","","","2019","35"
"517","Deutschland","Berber","48 / 72","","37 / 44","","64 / 66","2019","35"
"518","Deutschland","Cilena","56 / 68","","","66 / 70","","2019","35"
"519","Deutschland","Colombo","","52 / 56","","64 / 70","68","2019","35"
"520","Deutschland","Corinna","","52 / 58","","","","2019","35"
"521","Deutschland","Goldmarie","","64 / 68","","","","2019","35"
"522","Deutschland","Krone","","52 / 56","","","","2019","35"
"523","Deutschland","Laura","56 / 64","","37/48","","","2019","35"
"524","Deutschland","Leyla","60 / 68","52 / 56","37 / 44","66 / 70","","2019","35"
"525","Deutschland","Lilly","","52 / 56","","","","2019","35"
"526","Deutschland","Linda","68 / 76","","37 / 44","","","2019","35"
"527","Deutschland","Marabel","","52 / 58","","58 / 60","52 / 56","2019","35"
"528","Deutschland","Melody","","","","64 / 68","","2019","35"
"529","Deutschland","Nicola","","","","","60","2019","35"
"530","Deutschland","Princess","44 / 52","","","","","2019","35"
"531","Deutschland","Sieglinde","76 / 84","","","","64 / 68","2019","35"
"532","Deutschland","Sunita","","","","","56","2019","35"
"533","Deutschland","Sunshine","","","","","56 / 58","2019","35"
"534","Frankreich","Agata","87 / 93","128","","","","2019","35"
"535","Frankreich","Charlotte","136 / 152","","","","","2019","35"
"536","Frankreich","Santé","107 / 120","","","","","2019","35"
"537","Italien","Agata","88 / 104","","","","","2019","35"
"538","Italien","Désirée","","80","","","","2019","35"
"539","Italien","Spunta","","80","","","","2019","35"
"540","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","36"
"541","Deutschland","Adretta","48 / 56","","","","","2019","36"
"542","Deutschland","Agria","","52 / 56","","","","2019","36"
"543","Deutschland","Allians","","","32 / 38","70 74","","2019","36"
"544","Deutschland","Anais","","48 / 56","","","","2019","36"
"545","Deutschland","Annabelle","48 / 84","52 / 60","32 / 48","52 / 70","44/64","2019","36"
"546","Deutschland","Anuschka","","48 / 56","","","","2019","36"
"547","Deutschland","Belana","","52 / 56","","","","2019","36"
"548","Deutschland","Berber","44 / 52","","32 / 38","","","2019","36"
"549","Deutschland","Cilena","48 / 60","","","66 / 70","","2019","36"
"550","Deutschland","Colombo","","48 / 56","","64 / 70","60","2019","36"
"551","Deutschland","Gala","","48 / 56","","","","2019","36"
"552","Deutschland","Goldmarie","","64","","","","2019","36"
"553","Deutschland","Krone","","48 / 56","","","","2019","36"
"554","Deutschland","Laura","48 / 56","","32 / 48","","","2019","36"
"555","Deutschland","Leyla","68 / 76","48 / 56","32 / 38","66 / 70","","2019","36"
"556","Deutschland","Lilly","","52 / 56","","","","2019","36"
"557","Deutschland","Linda","48 / 56","","32 / 38","","","2019","36"
"558","Deutschland","Marabel","","48 / 54","","58 / 60","40 / 44","2019","36"
"559","Deutschland","Melody","","","","64 / 68","","2019","36"
"560","Deutschland","Musica","","48 / 52","","","","2019","36"
"561","Deutschland","Nicola","","","","","44 /48","2019","36"
"562","Deutschland","Princess","44 / 52","","","","","2019","36"
"563","Deutschland","Sieglinde","76 / 84","80","60 /64","","60 / 64","2019","36"
"564","Deutschland","Subito","60 / 64","","","","","2019","36"
"565","Deutschland","Sunita","52 / 56","48","","","40 / 44","2019","36"
"566","Deutschland","Sunshine","","","","","40 / 44","2019","36"
"567","Frankreich","Agata","87 / 93","128","","","","2019","36"
"568","Frankreich","Charlotte","128 / 152","","","","","2019","36"
"569","Frankreich","Santé","100 / 113","","","","","2019","36"
"570","Italien","Agata","88 / 104","","","","","2019","36"
"571","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","37"
"572","Deutschland","Adretta","40 / 52","","","","","2019","37"
"573","Deutschland","Afra","","","32 / 36","","","2019","37"
"574","Deutschland","Agria","","52 / 56","","","","2019","37"
"575","Deutschland","Allians","","","32 / 38","68 / 72","","2019","37"
"576","Deutschland","Anais","","48 / 52","","","","2019","37"
"577","Deutschland","Annabelle","40 / 84","48 / 60","32 / 40","52 / 70","44 / 60","2019","37"
"578","Deutschland","Anuschka","","48 / 52","","","","2019","37"
"579","Deutschland","Belana","","52 / 56","32 / 36","","","2019","37"
"580","Deutschland","Berber","40 / 52","","32 / 38","","","2019","37"
"581","Deutschland","Cilena","40 / 52","","","64 / 68","","2019","37"
"582","Deutschland","Colombo","","48 / 56","","64 / 68","","2019","37"
"583","Deutschland","Gala","","48 / 56","","","","2019","37"
"584","Deutschland","Goldmarie","","60 / 64","","","","2019","37"
"585","Deutschland","Krone","","48 / 52","","","","2019","37"
"586","Deutschland","Laura","40 /52","","32 / 40","","","2019","37"
"587","Deutschland","Leyla","68 / 76","48 / 56","32 / 38","64 / 68","","2019","37"
"588","Deutschland","Linda","40 / 52","","","","","2019","37"
"589","Deutschland","Marabel","","48 / 52","","58 / 60","40 / 44","2019","37"
"590","Deutschland","Melody","","","","64 / 68","","2019","37"
"591","Deutschland","Musica","","48 / 52","","","","2019","37"
"592","Deutschland","Nicola","","","","","40 / 44","2019","37"
"593","Deutschland","Princess","40 / 48","","","","","2019","37"
"594","Deutschland","Sieglinde","76 / 84","72","60 / 64","","60 / 64","2019","37"
"595","Deutschland","Sunita","40 / 56","48 / 50","","","40 / 44","2019","37"
"596","Deutschland","Sunshine","","","","","40 / 44","2019","37"
"597","Frankreich","Agata","80 / 93","128","","","","2019","37"
"598","Frankreich","Charlotte","128 / 152","","","","","2019","37"
"599","Frankreich","Santé","100 / 113","","","","","2019","37"
"600","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","38"
"601","Deutschland","Adretta","40 / 52","","","","","2019","38"
"602","Deutschland","Afra","","","32 / 36","","","2019","38"
"603","Deutschland","Agria","","48 / 52","","","","2019","38"
"604","Deutschland","Allians","","","32 / 38","50 / 66","","2019","38"
"605","Deutschland","Anais","","44 / 52","","","","2019","38"
"606","Deutschland","Annabelle","40 / 84","44 / 52","32 / 40","42 /64","44 / 58","2019","38"
"607","Deutschland","Belana","","48 / 52","32 / 36","","","2019","38"
"608","Deutschland","Berber","40 / 52","","32 / 38","","","2019","38"
"609","Deutschland","Bintje","","","","","40","2019","38"
"610","Deutschland","Cilena","40 / 52","","","48 / 64","","2019","38"
"611","Deutschland","Colombo","","48 / 52","","","","2019","38"
"612","Deutschland","Gala","","48 / 56","","","","2019","38"
"613","Deutschland","Goldmarie","","60 / 64","","","","2019","38"
"614","Deutschland","Krone","","44 / 48","","","","2019","38"
"615","Deutschland","Laura","40 / 52","","32 / 40","","","2019","38"
"616","Deutschland","Leyla","68 / 76","48 152","32/38","48 / 64","","2019","38"
"617","Deutschland","Linda","40 / 52","","32/38","","","2019","38"
"618","Deutschland","Marabel","","44 / 50","","46/60","38 / 40","2019","38"
"619","Deutschland","Melody","","","","48 / 64","","2019","38"
"620","Deutschland","Musica","","44 / 52","","","","2019","38"
"621","Deutschland","Nicola","","","","","40 / 42","2019","38"
"622","Deutschland","Princess","40 / 48","","","","","2019","38"
