Country,City,Company_name,Type,latitude,longitude
Italy,Lentini,Pollicino santo,Citrus Fruits,37.28525,14.99828
Netherlands,Blaricum,Maroc fruit europe bv,Citrus Fruits,52.2774,5.25114
Italy,Acireale,Conagrus,Citrus Fruits,37.6125,15.1656
Italy,Taormina,Gold fruit taormina s.r.l.,Citrus Fruits,37.8531,15.294
Italy,Lamezia terme,Co.p.p.i s.r.l.,Citrus Fruits,38.97343,16.31708
Italy,Rizziconi,S.a.c. succhi agrumi calabresi s.r.l.,Citrus Fruits,38.4131,15.95939
Italy,Sannicola,Cooperativa agricola olearia sannicolese ( s.r.l. ),Citrus Fruits,40.099,18.06094
Italy,Messina,Visalli benedetto - genuin,Citrus Fruits,38.1784,15.5531
Italy,Satriano,Matozzo saverio agrofrutticola & c.,Citrus Fruits,38.66852,16.48125
Spain,Valencia,Agricola axport fruit s.l,Citrus Fruits,39.4689,-0.37686
Spain,Murcia,Frutas condiso s.l.,Citrus Fruits,37.9831,-1.13139
Italy,Capo d'orlando,Eurofood s.r.l.,Citrus Fruits,38.15796,14.74436
Spain,Madrid,Gloriav,Citrus Fruits,40.4196,-3.69196
Spain,Huelva,Fruitvides sca,Citrus Fruits,37.2546,-6.94518
Egypt,Cairo,Condor -invest,Citrus Fruits,30.0443,31.2353
Italy,Capo d'orlando,U.p.e.a.,Citrus Fruits,38.15796,14.74436
Greece,Chania crete,Synergatiki s.a.,Citrus Fruits,35.512,24.0123
Spain,Brenes,Viveros sevilla sa,Citrus Fruits,37.55067,-5.86976
Italy,San rocco al porto,Polenghi - las s.r.l.,Citrus Fruits,45.08403,9.69913
Spain,Murcia,Frutas romu sa,Citrus Fruits,37.9831,-1.13139
Italy,Palagonia,Vinci concetta maria,Citrus Fruits,37.3289,14.74613
Italy,Corigliano-rossano,Hilias,Citrus Fruits,39.5979,16.51893
Italy,Floridia,Biosikula az. agr. di radino gaetano,Citrus Fruits,37.0864,15.1423
Italy,Rosarno,Italiano fabio alessandro,Citrus Fruits,38.4897,15.974
Spain,Beniel,Frutas beri sa,Citrus Fruits,38.0458,-1.00187
Italy,Siracusa,Az. agr. olivieri maurizio,Citrus Fruits,37.078,15.2813
Italy,Scordia,Op coop orandor societa' cooperativa,Citrus Fruits,37.2929,14.8493
Italy,Bovalino,Giorgi teresa,Citrus Fruits,38.1537,16.17459
Italy,Terranova da sibari,Baffa francesco,Citrus Fruits,39.65787,16.34042
Spain,Murcia,Fruhling s. l.,Citrus Fruits,37.9831,-1.13139
Italy,Reggio calabria,Lucisano pierdomenico,Citrus Fruits,38.1127,15.6517
Italy,Scanzano jonico,Dolce alberto,Citrus Fruits,40.24832,16.69906
Italy,Barcellona pozzo di gotto,Agrumaria reitano (s.n.c.),Citrus Fruits,38.14816,15.2169
Italy,Corigliano-rossano,Zito rosa,Citrus Fruits,39.5979,16.51893
Italy,Scordia,La bonita s.r.l.,Citrus Fruits,37.2929,14.8493
Italy,Adrano,Arcifa agatino,Citrus Fruits,37.66048,14.83759
Italy,San ferdinando,S.i.a.m. s.r.l.,Citrus Fruits,38.4841,15.92364
Italy,Catania,Ortofrutta dei f.lli scuderi di scuderi nunzio e f.lli s.n.c.,Citrus Fruits,37.5114,15.0675
Italy,Palermo,La zagara s.r.l.,Citrus Fruits,38.1221,13.3611
Italy,Scordia,La veronica societa'cooperativa agricola,Citrus Fruits,37.2929,14.8493
Spain,Valencia,Etn & solution 4 you gmbh,Citrus Fruits,39.4689,-0.37686
Turkey,Antalya,Megaexport  gida tekstil ve turizm ticaret limited sti,Citrus Fruits,36.879,30.7092
Morocco,Agadir,Limona d'origine,Citrus Fruits,30.4202,-9.60394
Italy,Rosarno,T.l.a. sas di maduli teresa,Citrus Fruits,38.4897,15.974
Italy,Bagheria,Coop. santa rosa,Citrus Fruits,38.0844,13.5062
Italy,Rosarno,Citrus derivati sas di macri' domenico maria & c,Citrus Fruits,38.4897,15.974
Spain,Murcia,Amgat citrus products s.a.,Citrus Fruits,37.9831,-1.13139
Spain,Cerdanyola del vallès,Sucssolevi,Citrus Fruits,41.4925,2.14699
France,Rungis,Canovas et compagnie,Citrus Fruits,48.7492,2.35141
Italy,Corigliano-rossano,Morabito agrumi di morabito g.& c.snc,Citrus Fruits,39.5979,16.51893
Egypt,Cairo,Condor -invest,Citrus Fruits,30.0443,31.2353
France,Belfort du quercy,La pinede,Citrus Fruits,44.26962,1.5437
France,Perpignan,Sas arco fruits,Citrus Fruits,42.6982,2.88748
Spain,Santomera,Citromil sl,Citrus Fruits,38.0597,-1.04843
Spain,Oliva,Canamas hermanos sa,Citrus Fruits,38.9189,-0.11795
Spain,Madrid,Gloriav,Citrus Fruits,40.4196,-3.69196
Italy,Capo d'orlando,U.p.e.a.,Citrus Fruits,38.15796,14.74436
Italy,Capo d'orlando,Eurofood s.r.l.,Citrus Fruits,38.15796,14.74436
Italy,Corigliano-rossano,Romano luigi ingrosso ortofrutta,Citrus Fruits,39.5979,16.51893
Spain,Archena,Cobyfruit,Citrus Fruits,38.1174,-1.29875
Spain,Palma de gandia,Frutas hermanos catala benicolet sl,Citrus Fruits,38.923,-0.22282
Turkey,Mersin,Gulerler citrus,Citrus Fruits,36.7999,34.6342
Greece,Simiza,Orange plus,Citrus Fruits,37.91969,21.39578
Spain,Valencia,Naranjadirec,Citrus Fruits,39.4689,-0.37686
Italy,Carlentini,Agriturismo il giardino del sole di nicosia vincenza maria,Citrus Fruits,37.27838,15.01268
Italy,Scordia,La mariarosa s.r.l.,Citrus Fruits,37.2929,14.8493
Egypt,Cairo,Arab group for investment and development,Citrus Fruits,30.0443,31.2353
Spain,Murcia,Frutas poveda sa,Citrus Fruits,37.9831,-1.13139
Turkey,Adana,Adanatarm,Citrus Fruits,36.9857,35.325
Spain,Gandia,"Nelcona,cb",Citrus Fruits,38.9727,-0.1821
Spain,Altea,Coop agricola de altea sclv,Citrus Fruits,38.6008,-0.0507
Spain,Burriana,Frutas y verduras fran 59 s.l,Citrus Fruits,39.88951,-0.08511
Italy,Corigliano-rossano,Taranto domenico,Citrus Fruits,39.5979,16.51893
Turkey,Mersin,Freshlifecitrus,Citrus Fruits,36.7999,34.6342
Italy,Corigliano-rossano,Morabito agrumi di morabito g.& c.snc,Citrus Fruits,39.5979,16.51893
Italy,Taurianova,Andreacchio domenico,Citrus Fruits,38.35826,16.01408
Spain,Valencia,Mel fruits,Citrus Fruits,39.4689,-0.37686
Morocco,Casablanca,Kbgroup sa,Citrus Fruits,33.5966,-7.61889
Peru,Lima,Coporacion camayoc,Citrus Fruits,-12.0561,-77.0268
Italy,Palagiano,Cgv group,Citrus Fruits,40.57916,17.03704
Spain,Cobatillas,Avescampo,Citrus Fruits,38.05416,-1.0717
Spain,"La rinconada, sevilla",Gran vega selección,Citrus Fruits,37.49285,-5.97825
Italy,Grammichele,Azienda agricola f.lli ialuna ss,Citrus Fruits,37.2159,14.6355
Italy,Militello in val di catania,A.p.a.m. s.r.l.,Citrus Fruits,37.2746,14.78981
Italy,Ribera,Azienda agricola tortorici,Citrus Fruits,37.5047,13.2723
Turkey,Adana,Ince agriculture,Citrus Fruits,36.9857,35.325
Italy,San ferdinando,International juices s.r.l.,Citrus Fruits,38.4841,15.92364
Germany,Leverkusen,Pott besitz gmbh & co. kg,Citrus Fruits,51.0332,6.98174
Turkey,Istanbul,Organik dis ticaret,Citrus Fruits,41.062,28.9888
Turkey,Mersin,Degirmenciler,Citrus Fruits,36.7999,34.6342
Turkey,Mersin,Eren agriculture,Citrus Fruits,36.7999,34.6342
Spain,Palma del río,La huerta del tío pepe,Citrus Fruits,37.7005,-5.27974
Italy,Taurianova,Metropoli's pizza di sicari giuseppe & c. s.n.c.,Citrus Fruits,38.35826,16.01408
Italy,Gioia tauro,Azienda agricola piromalli,Citrus Fruits,38.42675,15.89861
Spain,Lleida,Horta de barbens,Citrus Fruits,41.6149,0.62755
Spain,Sevilla,General fruit sl,Citrus Fruits,37.3879,-6.00197
Italy,Zogno,Tamburino elisa,Citrus Fruits,45.79217,9.66317
Italy,Francofonte,Almafruit s.r.l.,Citrus Fruits,37.226,14.8861
Spain,Valencia,Antonio collado,Citrus Fruits,39.4689,-0.37686
Italy,Palagonia,Ortofrutta vitale s.r.l.,Citrus Fruits,37.3289,14.74613
Spain,Murcia,"Fyv imperial, s.l.",Citrus Fruits,37.9831,-1.13139
Italy,Messina,Misitano & stracuzzi s.p.a.,Citrus Fruits,38.1784,15.5531
Italy,Mazzarra' sant'andrea,L'impero verde di de carlo salvatore,Citrus Fruits,38.08924,15.13701
Italy,Candidoni,Medma frutta,Citrus Fruits,38.50585,16.08644
Italy,Cinisi,Mineo-saitta soc.coop.arl,Citrus Fruits,38.1632,13.1041
Italy,Grammichele,Azienda agricola f.lli ialuna ss,Citrus Fruits,37.2159,14.6355
Greece,Simiza,Orange plus,Citrus Fruits,37.91969,21.39578
Italy,Capo d'orlando,U.p.e.a.,Citrus Fruits,38.15796,14.74436
Italy,Torrenova,Consorzio a.p.a.m.,Citrus Fruits,38.0876,14.67948
Spain,Valencia,Naranjas verdeguer,Citrus Fruits,39.4689,-0.37686
Italy,Ribera,Azienda agricola fidanza,Citrus Fruits,37.5047,13.2723
Spain,Lorca,Unexport sociedad cooperativa,Citrus Fruits,37.6806,-1.69036
Spain,Murcia,Terra fecundis,Citrus Fruits,37.9831,-1.13139
Spain,Murcia,Men mexico excellent nature,Citrus Fruits,37.9831,-1.13139
Italy,Mineo,Arance marletta,Citrus Fruits,37.26735,14.68874
Italy,Catania,Azienda agricola la rosa,Citrus Fruits,37.5114,15.0675
Spain,Burriana,Naranjas de burriana,Citrus Fruits,39.88951,-0.08511
Spain,Burriana,Dani fruits,Citrus Fruits,39.88951,-0.08511
Turkey,Antalya,Megaexport gida tekstil ve turizm ticaret limited sti.,Citrus Fruits,36.879,30.7092
Poland,Tegoborze,Fruittrade,Citrus Fruits,49.70976,20.64391
France,Rungis cedex,Societe pierre desmettre & fils,Citrus Fruits,48.7492,2.35141
Italy,Terme vigliatore,Branca fratelli s.p.a.,Citrus Fruits,38.13395,15.16586
Spain,Valencia,Gourmet oranges,Citrus Fruits,39.4689,-0.37686
Turkey,Mersin,Degirmenciler,Citrus Fruits,36.7999,34.6342
Turkey,Adana,Ince agriculture,Citrus Fruits,36.9857,35.325
Italy,Genova,Giardinaggio la dimensione verde,Citrus Fruits,44.4104,8.93898
Italy,Messina,Baller s.r.l.,Citrus Fruits,38.1784,15.5531
Germany,Leverkusen,Pott besitz gmbh & co. kg,Citrus Fruits,51.0332,6.98174
Italy,Taurianova,Metropoli's pizza di sicari giuseppe & c. s.n.c.,Citrus Fruits,38.35826,16.01408
Italy,Ribera,Azienda agricola tortorici,Citrus Fruits,37.5047,13.2723
Spain,L'alcudia de crespins,Logisfrut,Citrus Fruits,38.97402,-0.59272
Turkey,Mersin,Miras yaş sebze meyve narenciye,Citrus Fruits,36.7999,34.6342
Italy,Gioia tauro,Azienda agricola piromalli,Citrus Fruits,38.42675,15.89861
Italy,Francofonte,Almafruit s.r.l.,Citrus Fruits,37.226,14.8861
Italy,Iglesias,Sulcis garden snc,Citrus Fruits,39.31255,8.53578
Italy,Grammichele,Arance della badia,Citrus Fruits,37.2159,14.6355
Peru,Lima,Transeagleperu sac,Citrus Fruits,-12.0561,-77.0268
Greece,Arta,Kiwi arta,Citrus Fruits,39.6912,3.34846
Spain,El mirador murcia,"Hacienda del molino, s.l.",Citrus Fruits,37.84736,-0.85633
Greece,Athens,Macofruit,Citrus Fruits,37.9761,23.7364
Turkey,Akdeniz /mersin/turkey,Fikret degirmenci sarartma paketleme ihr. ith. ve paz. lim.,Citrus Fruits,,
Italy,San ferdinando,S.r.m. calabria fruit s.r.l.s.,Citrus Fruits,38.4841,15.92364
Spain,Termens,3pfruits termens s.l.u,Citrus Fruits,,
Turkey,Antalya,Ganita madencilik gida tarim eml dan san ve ticaret ltd,Citrus Fruits,36.879,30.7092
Spain,Vila-real,Paquele fruits,Citrus Fruits,,
Spain,Jacarilla,Import export albaladejo s.l,Citrus Fruits,38.0616,-0.86817
Turkey,Beşiktas/istanbul,Turkish fruits,Citrus Fruits,,
Turkey,Mersin,Kurt quality food and agricultural products,Citrus Fruits,36.7999,34.6342
Spain,Burriana,"Naranjas orange, s.l.",Citrus Fruits,39.88951,-0.08511
Spain,Algemesi,Naranjas costa,Citrus Fruits,39.1963,-0.43836
Italy,Ribera,Azienda agricola fidanza,Citrus Fruits,37.5047,13.2723
Greece,Skala,Kalantonis fruits,Citrus Fruits,50.23033,19.85421
Turkey,Istanbul,Unvers trade,Citrus Fruits,41.062,28.9888
Spain,Oliva,Taronges devesa,Citrus Fruits,38.9189,-0.11795
Italy,Ribera,Fitofarma del dott. tortorici calogero,Citrus Fruits,37.5047,13.2723
Spain,Montesa (valencia),S.a.t. fresanz,Citrus Fruits,,
Spain,Murcia,Terra fecundis,Citrus Fruits,37.9831,-1.13139
Italy,Solarino,Sicilia agrumi,Citrus Fruits,,
Spain,Valencia,Naranjas verdeguer,Citrus Fruits,39.4689,-0.37686
Turkey,Mersin/tarsus,Uygur tarim,Citrus Fruits,,
Spain,Alquerias,Sidides export import,Citrus Fruits,,
Italy,Taurianova,Calabriajuice,Citrus Fruits,38.35826,16.01408
Spain,Paiporta-valencia,Daily orange,Citrus Fruits,,
France,Rognac,Armand fabre,Citrus Fruits,,
Italy,Floridia,Effe fruit s.r.l.s.,Citrus Fruits,37.0864,15.1423
Spain,Valencia,Oranges online - naranjas quique,Citrus Fruits,39.4689,-0.37686
Spain,Corbera,Naranjas tradicionales,Citrus Fruits,,
Turkey,Mersin,Kyc agriculture,Citrus Fruits,36.7999,34.6342
Spain,Sevilla,Maquinaria hortofrutícola emf s.l.,Citrus Fruits,37.3879,-6.00197
Italy,Santa maria di licodia,Gruppo bonomo s.p.a.,Citrus Fruits,,
Italy,Ribera,Arance ok - arance di ribera,Citrus Fruits,37.5047,13.2723
Spain,Palma del río,Busconaranjas,Citrus Fruits,37.7005,-5.27974
Spain,Valencia,Naranjas ribera del júcar,Citrus Fruits,39.4689,-0.37686
Greece,Galatas troizhnias,Papagelis fruit,Citrus Fruits,,
Turkey,Mersin,Biberciler ic dis gida mad paz tic ltd sti,Citrus Fruits,36.7999,34.6342
Spain,Termens,3pfruits termens s.l.u,Citrus Fruits,,
Morocco,Agadir,Lymouna matysha,Citrus Fruits,30.4202,-9.60394
Turkey,Akdeniz /mersin/turkey,Fikret degirmenci sarartma paketleme ihr. ith. ve paz. lim.,Citrus Fruits,,
Spain,Sevilla,Hidroponia sevillana,Citrus Fruits,37.3879,-6.00197
Spain,La pobla de vallbona,"Peiro y eida, s.l.",Citrus Fruits,,
Spain,Xilxes (castellon).,Naranjas ribelles,Citrus Fruits,,
Spain,Cases d'alcaner-tarragona,Natur citrics,Citrus Fruits,,
Italy,Iglesias,Sulcis garden snc,Citrus Fruits,39.31255,8.53578
Turkey,Mersin,Asteriya ithalat ihracat ins. ve nak.ltd.sti.,Citrus Fruits,36.7999,34.6342
Italy,Grammichele,Arance della badia,Citrus Fruits,37.2159,14.6355
Egypt,Cairo,Euromisrfruit,Citrus Fruits,30.0443,31.2353
Italy,Randazzo,Vivai russo ssa,Citrus Fruits,,
Turkey,Istanbul,Zakaryayev group,Citrus Fruits,41.062,28.9888
Egypt,Cairo,El gebaly fruits,Citrus Fruits,30.0443,31.2353
Turkey,Adana,Esmeler tarim,Citrus Fruits,36.9857,35.325
Spain,Oliva,Citroliva,Citrus Fruits,38.9189,-0.11795
